"","Sample","WRS_Statistic","AB_Statistic","WRSAB_Max","VW_Statistic","Mood_Statistic","VWM_Max","Lepage","Cucconi","SLVM","Wilcoxon_p","VanWaerden_p","AnsariBradley_p","Mood_p"
"12",12,0.936929826614566,1.91367975371014,1.91367975371014,1.44478204106553,2.09662357365323,2.09662357365323,4.5400076997601,2.63683395479922,6.48322555578393,0.350350910065143,0.148510381884949,0.0556182409285368,0.0359028719319512
"13",13,0.826702788189323,1.69323076212953,1.69323076212953,1.20047548298298,1.7316483025398,1.7316483025398,3.55046791382174,1.84102167184448,4.43974722893217,0.410123116389339,0.229941265291858,0.090355128309916,0.0831281680630858
"14",14,0.943053550971524,1.92592691990906,1.92592691990906,1.32574726160654,2.00910019696675,2.00910019696675,4.59854450083041,2.46291680072592,5.79408940310907,0.347200711395833,0.184911678679917,0.0540713809369588,0.0443839619775438
"15",15,1.47275570784839,0.866547043702226,1.47275570784839,1.90447472386642,0.923870783222169,1.90447472386642,2.91991315394907,1.51127329954577,4.48056119793763,0.141626172985297,0.0568440821095619,0.386101881596169,0.35505415217105
"16",16,1.09614665989547,1.61974776493599,1.61974776493599,1.43219708733406,1.85911991545034,1.85911991545034,3.82512032201513,2.32893218001204,5.50751535699225,0.274334168190615,0.152078610137567,0.105221478226001,0.0627806868657555
"17",17,0.0734846922834953,1.24008561276938,1.24008561276938,0.540655452550264,1.38401958801726,1.38401958801726,1.5432123269976,0.960455110007729,2.20781853838779,0.943854473552804,0.588723576188758,0.214857091956995,0.165932934981861
"18",18,0.275567596063108,1.64424209733383,1.64424209733383,0.982126567287012,2.03165537108627,2.03165537108627,2.77946957464477,2.10178052343185,5.09219614103467,0.785223402854309,0.326026422372942,0.100062814509904,0.0420126965360369
"19",19,0.783836717690617,2.10963441289291,2.10963441289291,1.37453419662518,2.32501215118101,2.32501215118101,5.064957356062,3.01004075156969,7.29502576083139,0.434914647925232,0.169268726515602,0.0348577506006376,0.0199855375562718
"20",20,1.84017916926586,1.4911525198473,1.84017916926586,2.3739330746076,1.50714293540166,2.3739330746076,5.60979521244695,2.82886960136557,7.90703807044702,0.066180511483651,0.0175985225517811,0.135851771001616,0.131485529694566
"21",21,2.94857327787525,1.99328633400314,2.94857327787525,3.42736715566588,2.21663105162318,3.42736715566588,12.6672747843237,6.80376879701006,16.6602988387573,0.00322284630912464,0.000609385052144664,0.0461912702143543,0.0265399185728788
"22",22,2.81385134202218,1.72384867762683,2.81385134202218,3.08567324269374,1.76496950306895,3.08567324269374,10.8894136383558,5.51643836088173,12.6364967074396,0.00494008974371064,0.00203062218154483,0.0846797482469468,0.0773516109531797
"23",23,2.75567596063108,1.60750059873707,2.75567596063108,3.03583392424316,1.66998199144189,3.03583392424316,10.17780817494,5.19129492587011,12.0051274673258,0.00590992409078866,0.00239836695471496,0.107881359114777,0.0946699206609512
"24",24,2.70974802795389,1.51564685224514,2.70974802795389,2.99557277768265,1.59010877175059,2.99557277768265,9.63991975572061,4.93559014049908,11.5019021723915,0.00679338112224748,0.0027389106967947,0.129540404769217,0.111544463614153
"25",25,2.10349931661505,0.30317739855177,2.10349931661505,2.33396976803467,0.432493526012113,2.33396976803467,4.51662590999262,2.3058800125212,5.6344655281422,0.0356821611606666,0.0195956022312309,0.761713531512763,0.665071491944904
